time;error
26.26242;0.0728358
26.26266;0.0745708
26.26324;0.072285
26.26385;0.0705507
26.26434;0.0742004
26.26518;0.0816965
26.26525;0.087503
26.26598;0.0854157
26.26643;0.0890691
26.26670;0.0932668
26.26723;0.092778
26.26766;0.0939961
26.26838;0.0960879
26.26916;0.0916812
26.26920;0.0964119
26.26973;0.093231
27.27034;0.0969412
27.27116;0.092394
27.27121;0.0879744
27.27199;0.0831998
27.27242;0.0762878
27.27312;0.0675697
27.27320;0.0604601
27.27370;0.0564011
27.27439;0.0494321
27.27491;0.0418051
27.27546;0.0364257
27.27586;0.0337776
27.27642;0.0294175
27.27668;0.0265281
27.27738;0.0236285
27.27806;0.0218687
27.27816;0.0190026
27.27908;0.0167588
27.27958;0.0156419
27.27967;0.0148725
28.28043;0.0145622
28.28071;0.0131587
28.28158;0.0129038
28.28179;0.0127589
28.28235;0.0120988
28.28288;0.0113035
28.28359;0.0104591
28.28385;0.0100121
28.28458;0.00908437
28.28519;0.00821052
28.28526;0.00742491
28.28588;0.00693826
28.28633;0.00624231
28.28725;0.00569149
28.28732;0.00543865
28.28791;0.00638785
28.28838;0.00645894
28.28891;0.00775892
28.28930;0.00865212
28.28988;0.0108462
29.29038;0.0116266
29.29083;0.0125421
29.29148;0.0145189
29.29200;0.0143606
29.29250;0.0138679
29.29291;0.0147031
29.29338;0.0136948
29.29392;0.0134129
29.29432;0.0130381
29.29505;0.0124344
29.29554;0.0116786
29.29574;0.0113195
29.29634;0.0102368
29.29707;0.0091775
29.29757;0.00789735
29.29799;0.00703626
29.29841;0.00653336
29.29913;0.00586983
29.29962;0.00508666
29.29975;0.00485658
30.30039;0.00427957
30.30113;0.0037291
30.30167;0.00308805
30.30194;0.00268351
30.30238;0.00252716
30.30319;0.00215712
30.30322;0.00181792
30.30381;0.00173268
30.30444;0.00150399
30.30518;0.0012202
30.30527;0.00104027
30.30597;0.00150199
30.30654;0.00149257
30.30694;0.00212715
30.30725;0.00283935
30.30771;0.00482803
30.30843;0.00525583
30.30937;0.00753647
30.30939;0.00902821
31.31012;0.00923886
31.31058;0.009339
31.31101;0.0102454
31.31159;0.0104125
31.31201;0.010299
31.31245;0.0103913
31.31321;0.0100247
31.31331;0.00942416
31.31377;0.00907296
31.31465;0.00840592
31.31511;0.00788042
31.31557;0.00684795
31.31581;0.00635426
31.31628;0.00598319
31.31696;0.00550951
31.31752;0.00489357
31.31777;0.00438006
31.31839;0.00429908
31.31891;0.00374833
31.31943;0.0032804
32.32007;0.00331849
32.32058;0.00382166
32.32091;0.00423829
32.32147;0.00520091
32.32213;0.00634073
32.32242;0.0063281
32.32300;0.00677363
32.32358;0.00665281
32.32391;0.00650673
32.32449;0.00656561
32.32527;0.00641437
32.32531;0.00609022
32.32622;0.00600586
32.32642;0.00572053
32.32717;0.00533776
32.32762;0.00496092
32.32796;0.00490382
32.32873;0.00468157
32.32907;0.00488641
32.32955;0.00591654
33.33002;0.00687862
33.33051;0.00729926
33.33098;0.00733135
33.33144;0.00720382
33.33194;0.0074645
33.33264;0.00782483
33.33301;0.00765064
33.33356;0.00940934
33.33402;0.0104795
33.33446;0.0104267
33.33513;0.0128131
33.33558;0.0148247
33.33606;0.0162715
33.33645;0.0170374
33.33693;0.0184329
33.33770;0.0187874
33.33800;0.0180051
33.33865;0.0177479
33.33916;0.0168317
33.33966;0.0159516
33.33989;0.0147625
34.34051;0.0140007
34.34116;0.0130712
34.34170;0.0122513
34.34194;0.0118746
34.34258;0.0102825
34.34313;0.00929695
34.34356;0.00823869
34.34444;0.0074301
34.34445;0.00699539
34.34493;0.00634012
34.34562;0.0053501
34.34619;0.00483518
34.34674;0.00435696
34.34702;0.00381733
34.34770;0.00317051
34.34819;0.00334226
34.34870;0.00322565
34.34905;0.00380339
34.34952;0.00470859
35.35024;0.00737629
35.35070;0.00778863
35.35104;0.0115288
35.35179;0.0161883
35.35192;0.0162577
35.35262;0.0178571
35.35306;0.0183195
35.35382;0.0188771
35.35393;0.0185293
35.35474;0.0181026
35.35493;0.0176273
35.35557;0.0183431
35.35611;0.0198333
35.35666;0.0191729
35.35697;0.019291
35.35770;0.0215538
35.35800;0.0209758
35.35863;0.025099
35.35908;0.0259977
35.35955;0.0296344
36.36017;0.0343183
36.36062;0.0389251
36.36111;0.0386199
36.36157;0.0419635
36.36213;0.0461796
36.36270;0.0487088
36.36300;0.0577984
36.36364;0.0647831
36.36404;0.0694248
36.36473;0.079968
36.36512;0.0793503
36.36590;0.0912725
36.36598;0.0898657
36.36652;0.102954
36.36698;0.102308
36.36760;0.107156
36.36831;0.114214
36.36878;0.117717
36.36902;0.120517
36.36959;0.117896
37.37019;0.109457
37.37070;0.107174
37.37106;0.103187
37.37162;0.084542
37.37219;0.0786702
37.37266;0.0682433
37.37301;0.0643293
37.37374;0.0548493
37.37422;0.050221
37.37469;0.0481886
37.37530;0.0477428
37.37599;0.048717
37.37603;0.0470405
37.37667;0.0463641
37.37714;0.0470984
37.37790;0.0516884
37.37817;0.0510318
37.37883;0.0512183
37.37937;0.0554728
37.37985;0.0534618
38.38005;0.0519817
38.38066;0.0567211
38.38116;0.0558977
38.38183;0.0573695
38.38220;0.0565594
38.38269;0.0539339
38.38309;0.0520866
38.38360;0.0548207
38.38449;0.0548101
38.38451;0.0518027
38.38517;0.0504673
38.38566;0.0489962
38.38627;0.0468191
38.38688;0.0448191
38.38740;0.0438646
38.38757;0.0396248
38.38818;0.0369917
38.38870;0.0321683
38.38912;0.0287397
38.38957;0.0283718
39.39054;0.0255922
39.39062;0.0223808
39.39143;0.0220488
39.39207;0.0164671
39.39214;0.0147792
39.39258;0.0133022
39.39320;0.011155
39.39366;0.00886523
39.39415;0.00757259
39.39462;0.00639886
39.39508;0.0059337
39.39568;0.00519844
39.39613;0.00401466
39.39669;0.00334807
39.39730;0.00287159
39.39771;0.00271148
39.39829;0.00193942
39.39865;0.00146349
39.39917;0.0013347
39.39966;0.000759233
40.40054;0.000437418
40.40054;0.000160705
40.40117;0.000112208
40.40162;-0.000154797
40.40226;-0.000490048
40.40270;-0.000683366
40.40324;-0.000791026
40.40370;-0.000797641
40.40443;-0.000980854
40.40494;-0.00112017
40.40545;-0.00111837
40.40596;-0.00165453
40.40606;-0.00166114
40.40657;-0.00282991
40.40751;-0.00411982
40.40769;-0.0041437
40.40830;-0.00559173
40.40874;-0.00610121
40.40921;-0.00665232
40.40966;-0.00696347
41.41043;-0.00689732
41.41071;-0.006509
41.41130;-0.00660708
41.41178;-0.00675279
41.41226;-0.00670722
41.41268;-0.00660732
41.41353;-0.00634822
41.41377;-0.0061449
41.41438;-0.00583063
41.41514;-0.00563162
41.41517;-0.00561326
41.41574;-0.00608484
41.41630;-0.00660675
41.41670;-0.00733798
41.41719;-0.00802903
41.41765;-0.00798718
41.41822;-0.0117214
41.41872;-0.0116952
41.41942;-0.0136075
41.41975;-0.0161648
42.42025;-0.0170405
42.42095;-0.0174143
42.42144;-0.0171044
42.42208;-0.0218169
42.42215;-0.0214719
42.42266;-0.0244952
42.42318;-0.0305272
42.42369;-0.0303634
42.42445;-0.0317582
42.42475;-0.0332726
42.42559;-0.0389332
42.42562;-0.0384429
42.42643;-0.0394817
42.42666;-0.0441108
42.42728;-0.0493979
42.42772;-0.0488367
42.42841;-0.0519859
42.42866;-0.0534053
42.42924;-0.0613784
42.42973;-0.0609893
43.43044;-0.0638289
43.43090;-0.0640464
43.43147;-0.0728952
43.43212;-0.0718029
43.43213;-0.0708759
43.43279;-0.0729987
43.43346;-0.0773049
43.43362;-0.0814148
43.43454;-0.0787186
43.43464;-0.0812698
43.43516;-0.0773256
43.43583;-0.0826079
43.43635;-0.0805774
43.43695;-0.0828042
43.43736;-0.08192
43.43819;-0.0793404
43.43825;-0.0781952
43.43903;-0.084672
43.43954;-0.0843841
43.43989;-0.0861066
44.44033;-0.0846399
44.44110;-0.0843491
44.44116;-0.0813546
44.44201;-0.0818046
44.44239;-0.0812786
44.44310;-0.0780444
44.44357;-0.0772949
44.44366;-0.0754991
44.44432;-0.0737462
44.44510;-0.071917
44.44517;-0.0684516
44.44575;-0.0678782
44.44627;-0.0649212
44.44711;-0.0637645
44.44757;-0.0604759
44.44788;-0.0597061
44.44832;-0.0569506
44.44897;-0.053868
44.44950;-0.0510279
44.44967;-0.0499061
45.45031;-0.0470331
45.45110;-0.0444551
45.45117;-0.0413617
45.45164;-0.0402818
45.45230;-0.0374618
45.45309;-0.034562
45.45354;-0.0319511
45.45367;-0.0303142
45.45427;-0.0275056
45.45473;-0.0242933
45.45546;-0.0204259
45.45595;-0.017947
45.45633;-0.0160704
45.45706;-0.0139873
45.45750;-0.0114519
45.45795;-0.00859933
45.45833;-0.00708627
45.45908;-0.0052771
45.45954;-0.00251169
45.45991;-0.0016269
46.46039;0.00254893
46.46134;0.00590073
46.46137;0.0126592
46.46170;0.0291466
46.46229;0.0554684
46.46307;0.317072
46.46353;-0.469366
46.46387;-0.255647
46.46429;-0.178929
46.46499;-0.0655623
46.46521;0.0274248
46.46581;0.0832419
46.46625;0.103001
46.46720;0.0703086
46.46727;0.0247813
46.46789;-0.0101205
46.46838;-0.0375341
46.46922;-0.0418497
46.46926;-0.0272373
46.46984;-0.0168949
47.47030;-0.00228197
47.47116;0.00588511
47.47118;0.00688069
47.47204;0.00607596
47.47247;0.00444492
47.47320;0.00212333
47.47325;0.000896362
47.47374;0.000370287
47.47446;-0.000241722
47.47514;-0.000407849
47.47562;-0.000391883
47.47576;-0.000312517
47.47645;-0.000242636
47.47674;-0.000190283
47.47746;-0.000141021
47.47797;-9.55127e-05
47.47838;-0.000110851
47.47916;-0.000231612
47.47962;-0.000589661
47.47998;-0.00062967
48.48037;-0.000622203
48.48099;-0.000604255
48.48145;0.000236633
48.48202;0.00158152
48.48239;0.00234393
48.48310;0.0030147
48.48354;0.00403734
48.48399;0.00462101
48.48435;0.0049204
48.48509;0.00533652
48.48558;0.00573955
48.48620;0.00598311
48.48622;0.00617882
48.48706;0.00645602
48.48750;0.00673673
48.48803;0.0068583
48.48828;0.00716892
48.48885;0.00725083
48.48955;0.00736079
49.49020;0.00743572
49.49023;0.00753352
49.49120;0.00761983
49.49156;0.00769975
49.49215;0.00776956
49.49242;0.00784347
49.49315;0.00791872
49.49338;0.00800425
49.49395;0.00808169
49.49435;0.00813771
49.49508;0.00821011
49.49554;0.00828247
49.49608;0.00834518
49.49635;0.00839969
49.49699;0.00844322
49.49746;0.00852327
49.49829;0.00857285
49.49829;0.00861795
49.49906;0.00867692
49.49950;0.00875917
49.49988;0.00878178
50.50030;0.00892044
50.50120;0.00893893
50.50156;0.00898622
50.50188;0.00907513
50.50234;0.00911991
50.50318;0.00915095
50.50326;0.00921637
50.50419;0.00926402
50.50438;0.00930595
50.50522;0.00933997
50.50531;0.00941284
50.50589;0.00944276
50.50640;0.00947555
50.50721;0.009507
50.50765;0.00956473
50.50778;0.00959994
50.50831;0.00963213
50.50899;0.00966868
50.50950;0.0097203
50.50996;0.009752
51.51053;0.00980136
51.51111;0.00979733
51.51155;0.00985836
51.51187;0.0098784
51.51234;0.00990916
51.51322;0.00992725
51.51341;0.00998144
51.51394;0.00999925
51.51438;0.0100246
51.51517;0.0100309
51.51562;0.00980921
51.51600;0.00951308
51.51640;0.00936753
51.51716;0.00916018
51.51762;0.00897513
51.51799;0.00902909
51.51841;0.00908504
51.51889;0.00914399
51.51942;0.0090718
51.51997;0.0094494
52.52037;0.00979474
52.52109;0.0104717
52.52158;0.0109832
52.52202;0.0111682
52.52231;0.0113108
52.52315;0.0113368
52.52359;0.011373
52.52419;0.0113726
52.52466;0.0113574
52.52494;0.0113682
52.52554;0.0113898
52.52587;0.0114279
52.52651;0.01146
52.52721;0.0114711
52.52744;0.0114936
52.52806;0.0115353
52.52842;0.0115555
52.52921;0.0115926
52.52970;0.0116352
53.53001;0.0116721
53.53046;0.0117023
53.53101;0.0117332
53.53150;0.0117835
53.53198;0.0118214
53.53236;0.0118668
53.53305;0.0118822
53.53349;0.0119266
53.53402;0.0119711
53.53434;0.0120167
53.53496;0.0120306
53.53550;0.0120685
53.53592;0.0121024
53.53631;0.0121496
53.53718;0.0121697
53.53780;0.0122136
53.53788;0.0122567
53.53842;0.0122776
53.53919;0.0123084
53.53944;0.0123375
53.53988;0.012373
54.54036;0.0123918
54.54117;0.0124172
54.54162;0.012458
54.54207;0.0124871
54.54241;0.0125089
54.54316;0.0125288
54.54362;0.0125506
54.54404;0.012558
54.54433;0.012569
54.54512;0.0125853
54.54559;0.0126051
54.54600;0.0126121
54.54637;0.0126237
54.54711;0.0126269
54.54754;0.0126304
54.54827;0.0126085
54.54830;0.0125807
54.54892;0.012571
54.54958;0.0125521
54.54994;0.0125355
55.55038;0.0124785
55.55115;0.0124632
55.55148;0.0124321
55.55211;0.0123977
55.55247;0.0123827
55.55319;0.0123536
55.55366;0.012317
55.55407;0.0122923
55.55439;0.0122949
55.55513;0.0123165
55.55559;0.0124149
55.55602;0.0125561
55.55634;0.0126713
55.55710;0.0129408
55.55754;0.0134482
55.55791;0.0142467
55.55837;0.0147743
55.55909;0.0161566
55.55954;0.0177138
56.56044;0.020601
56.56051;0.021583
56.56112;0.0248952
56.56161;0.0296934
56.56190;0.0312231
56.56255;0.036987
56.56317;0.040533
56.56354;0.0450415
56.56387;0.0508764
56.56430;0.0532928
56.56510;0.0570653
56.56550;0.0605821
56.56615;0.0651492
56.56642;0.0663226
56.56720;0.0689586
56.56786;0.0717193
56.56786;0.0731272
56.56843;0.073707
56.56910;0.0742884
56.56958;0.0743099
57.57009;0.0738945
57.57041;0.0734796
57.57111;0.0725506
57.57154;0.0709335
57.57205;0.0698846
57.57246;0.0695217
57.57314;0.0693091
57.57358;0.0694415
57.57398;0.0701458
57.57443;0.0706123
57.57513;0.0713697
57.57558;0.0730346
57.57605;0.074341
57.57647;0.0753469
57.57716;0.0762784
57.57762;0.0777685
57.57833;0.0787464
57.57835;0.0798175
57.57903;0.0801461
57.57950;0.0810827
58.58030;0.0819213
58.58036;0.0826827
58.58098;0.0830398
58.58145;0.0836063
58.58222;0.0840218
58.58228;0.0846946
58.58320;0.0850518
58.58352;0.0854724
58.58410;0.0859168
58.58455;0.0859949
58.58516;0.0859922
58.58535;0.0856971
58.58591;0.0852839
58.58637;0.0844372
58.58710;0.0842975
58.58762;0.0831354
58.58802;0.0821364
58.58842;0.0812329
58.58916;0.0802372
58.58962;0.0782844
59.59006;0.0767089
59.59037;0.0753554
59.59098;0.0739224
59.59147;0.0712198
59.59221;0.0691105
59.59235;0.066432
59.59299;0.0654996
59.59345;0.0625547
59.59428;0.0588807
59.59461;0.0561161
59.59495;0.0543847
59.59554;0.0513714
59.59583;0.0482691
59.59661;0.0437784
59.59710;0.0417918
59.59748;0.0376793
59.59809;0.0334376
59.59848;0.0312849
59.59906;0.0283719
59.59937;0.0231558
60.60026;0.0192958
60.60035;0.0138859
60.60106;0.0115321
60.60158;0.00836339
60.60223;0.00202076
60.60267;-0.00119208
60.60303;-0.00362529
60.60354;-0.00849494
60.60414;-0.0132208
60.60458;-0.0154889
60.60514;-0.019071
60.60543;-0.0230898
60.60597;-0.026262
60.60642;-0.0303255
60.60703;-0.0318975
60.60746;-0.0341456
60.60826;-0.0365934
60.60839;-0.0377178
60.60912;-0.0387009
60.60962;-0.0397338
61.61031;-0.0405916
61.61036;-0.0416704
61.61119;-0.0418173
61.61162;-0.0428086
61.61199;-0.0436024
61.61243;-0.0441172
61.61307;-0.0446118
61.61354;-0.0453169
61.61440;-0.0459906
61.61444;-0.0466283
61.61511;-0.0467315
61.61554;-0.0474364
61.61607;-0.0480971
61.61666;-0.0484587
61.61701;-0.0487185
61.61745;-0.049138
61.61822;-0.0497818
61.61859;-0.0500892
61.61920;-0.0503145
61.61954;-0.0507497
62.62021;-0.0512322
62.62047;-0.05156
62.62107;-0.0517504
62.62190;-0.0520577
62.62193;-0.0524128
62.62274;-0.0527559
62.62309;-0.0529209
62.62354;-0.0531347
62.62423;-0.0535442
62.62467;-0.0537894
62.62512;-0.0538854
62.62558;-0.054211
62.62625;-0.0545195
62.62657;-0.0546885
62.62709;-0.0548532
62.62755;-0.0550129
62.62819;-0.0552826
62.62852;-0.0554673
62.62911;-0.0555756
62.62987;-0.0557502
63.63003;-0.0559521
63.63066;-0.056147
63.63139;-0.0563329
63.63155;-0.0564229
63.63217;-0.0565693
63.63258;-0.0567662
63.63319;-0.0569279
63.63392;-0.0569542
63.63441;-0.0571332
63.63481;-0.0572561
63.63550;-0.0573995
63.63558;-0.057469
63.63623;-0.0576034
63.63669;-0.0577327
63.63737;-0.0578363
63.63766;-0.0578965
63.63824;-0.0580324
63.63907;-0.0581258
63.63911;-0.0582053
63.63977;-0.0582194
64.64022;-0.0582089
64.64116;-0.05809
64.64118;-0.0579383
64.64192;-0.0578199
64.64237;-0.0576285
64.64267;-0.0572044
64.64350;-0.0568278
64.64357;-0.056572
64.64427;-0.0559934
64.64464;-0.0554314
64.64543;-0.0545055
64.64584;-0.0542128
64.64634;-0.0531092
64.64720;-0.0521154
64.64724;-0.0512637
64.64788;-0.0507462
64.64840;-0.0498712
64.64871;-0.0488109
64.64955;-0.0479138
64.64960;-0.0471965
65.65034;-0.0464773
65.65066;-0.0452104
65.65146;-0.0441222
65.65169;-0.0430456
65.65235;-0.0425087
65.65284;-0.0418009
65.65321;-0.0405658
65.65375;-0.0398637
65.65422;-0.039164
65.65487;-0.0381311
65.65554;-0.0371127
65.65576;-0.0366078
65.65635;-0.0357756
65.65667;-0.0347921
65.65744;-0.0338205
65.65768;-0.0328769
65.65830;-0.0324122
65.65905;-0.0318061
65.65953;-0.0306139
65.65987;-0.0301711
66.66034;-0.0295839
66.66114;-0.0285924
66.66115;-0.0279007
66.66170;-0.0274914
66.66231;-0.0268184
66.66309;-0.0260398
66.66317;-0.0252754
66.66369;-0.0245281
66.66433;-0.0241658
66.66470;-0.0235819
66.66542;-0.022897
66.66592;-0.0223413
66.66634;-0.0219047
66.66707;-0.0213727
66.66749;-0.0206469
66.66789;-0.020443
66.66847;-0.0198407
66.66878;-0.0192626
